Schlange,Reisezeit
0,1121.4176652929568
0,1065.0778452781487
0,1275.988091802679
0,1131.0834230754567
0,1192.1366187005274
0,1170.300895473736
0,1075.67056876966
0,1267.6753832914565
0,1154.4387406752458
0,1036.8754063601782
0,1140.3657281495748
0,1247.9278813790431
0,1016.164422371585
0,1310.7372807543018
0,1194.5230983922638
0,1211.9312677609714
0,1038.7703726591608
0,1137.1062095850255
0,1258.9299084390539
0,1078.6182380956118
0,1167.1308867321666
0,1208.4789355323994
0,1267.0425094082257
0,1078.468701289437
0,1245.6005257402726
0,1110.7106060812603
0,1065.298866990463
0,1195.4402228375666
0,1277.399930433984
0,1046.4645484942143
0,1303.7199706166468
0,1056.9015383804117
0,1299.1138297342914
0,1152.4754684110562
0,1259.9127766793051
0,1227.2215453756762
0,1179.1057545909812
0,1146.5381857481298
0,1298.3506623961775
0,1180.230589173658
0,1138.6151108162367
0,1144.1998358857634
0,1083.2734924494684
0,1251.1582551210074
0,1024.5179300094374
0,1280.7054261478493
0,1307.4028478622931
0,1045.5328147444334
0,1191.284018415722
0,1000.858154838888
0,1231.9501355838536
0,1001.0808358462401
0,1124.5130566020594
0,1099.160212047108
0,1244.8847089841347
0,1166.0231310152835
0,1056.7352907777072
0,1256.0148762291274
0,1056.48456047136
0,1170.9899384165303
0,1042.7766067942782
0,1285.299101524634
0,1088.7851942590428
0,1119.7010628638495
0,1171.5923999259057
0,1070.7100889194817
0,1033.5166129244903
0,1195.7001319117567
0,1162.791040599881
0,1239.9850736518888
0,1146.621958351385
0,1294.6689660379197
0,1136.2489800185353
0,1128.6843141723728
0,1154.8591755250825
0,1280.381112057564
0,1239.4737604301004
0,985.4375690625843
0,1074.3265883300737
0,1107.5687619668038
0,1150.397506819254
0,1030.8510806092713
0,1261.246200324295
0,1184.7059337724734
0,1094.0055729782653
0,1184.1619684186426
0,1210.3766009325868
0,1255.6253287247066
0,1183.463811857121
0,1014.6742457241363
0,1250.2160350594022
0,1090.2867402516295
0,1156.088918291197
0,1053.153016141275
0,1274.4171377332532
0,1138.8784800035712
0,1290.7977341301098
0,1247.2408298530995
0,1099.88669751923
0,1012.0702951781142
0,1168.812105639738
0,1300.7040218423258
0,1169.0797464097463
0,1089.9368591268044
0,1260.6055139569626
0,1001.7219897990639
0,1162.1680861528885
0,1129.1256081181532
0,1052.7793143002723
0,1082.6960713137867
0,1069.3294324156977
0,1131.2529557780113
0,1002.8321282314714
0,1109.5420039230994
0,1136.454193821624
0,1256.2749682693336
0,1017.0828819705927
0,1045.4188330378793
0,1287.5504127194563
0,1068.6119479564138
0,1115.717887653148
0,1138.989816777294
0,1286.6191562107986
0,1030.238697142878
0,1291.2212731216064
0,1173.9237161197316
0,1023.0604987534366
0,1096.412883185124
0,1249.6514706918388
0,1290.8432903426788
0,1090.8447410688295
0,1061.4943015390945
0,1013.0912520631533
0,1187.382503738866
0,1168.8272365494258
0,1043.8845282497214
0,1070.9475156269095
0,1265.6339240457692
0,1070.558858570143
0,1046.0557706380182
0,1033.0326930880747
0,1215.7113990592056
0,1158.7462716738555
0,1070.3298261761192
0,1070.2937789367293
0,1024.9313592595345
0,1023.4405210818011
0,1053.3029265463076
0,1177.6372673038838
0,1251.060010513885
0,1220.8012634264858
0,1062.4484569939095
0,1205.2185397926883
0,1059.7222078656096
0,1034.545122984202
0,1099.6870658466814
0,1037.413913999009
0,1030.8854066173906
0,1128.8264770583278
0,1052.0776333850677
0,1239.6726490115038
0,1016.258900581722
0,1292.5178657398383
0,1049.6388046532634
0,1212.935352316365
0,1007.9109186643268
0,1088.3505556537702
0,1208.6939742033387
0,1011.9873402025719
0,1229.129038768323
0,1244.1823435391411
0,1229.4243186269948
0,1113.7169190291534
0,1024.879166137379
0,1105.215603592214
0,1227.2324763699578
0,1292.4830555986741
0,1153.192056050906
0,1209.6912881094327
0,1188.0356668093928
0,1142.1525188432358
0,1105.6725859704238
0,1207.2021717583243
0,1040.6378930082622
0,1074.0118662898008
0,1206.1417717484703
0,1090.5698697671683
0,1291.414449573099
0,1096.243366450345
0,1076.6362412289268
0,1107.3640193233655
0,1128.4057464380512
0,1017.428321438867
0,1213.4912284917054
0,1221.9419431143258
0,1012.9145864106391
0,999.0226070381534
0,1098.7874196253656
0,1056.4246973625804
0,1110.6363966492686
0,1044.4865980750626
0,1114.1178126271654
0,1054.5455292818663
0,993.0025222150101
0,1133.982240182675
0,1126.7984590221558
0,1193.5184213520256
0,1049.7558153874547
0,1135.5029226833233
0,1121.3609554062045
0,1193.085593852963
0,1016.7260192248682
0,1237.234329620008
0,1052.5489991100626
0,1180.0523542278183
0,1153.7978216823276
0,1167.607810675348
0,1295.7354640078934
0,1183.989820311428
0,1157.8080854536333
0,1135.238129511487
0,1168.4872648642431
0,1128.8610362059926
0,1095.3803015437427
0,1269.6008570750137
0,1238.9980810102452
0,1080.989063456187
0,1066.4316470527542
0,1237.4629859809063
0,1054.7608907298368
0,1279.753699826494
0,1035.5895781482193
0,1174.8095873001344
0,1292.3382073266785
0,1101.7325429844136
0,1170.110056682483
0,1129.1825188251669
0,1103.634331717366
0,1169.3981926806405
0,1268.6724486644498
0,1204.006136303904
0,1119.1922166335428
0,1049.6396008769605
0,1169.804526912452
0,1170.4182072635238
0,1172.1621910868157
0,1244.4830881798266
0,1080.1453526822513
0,1263.0417802510583
0,1082.429907280924
0,1181.251786080914
0,1115.379810121959
0,1095.8897891825125
0,1208.0422222221778
0,1206.9431390546179
0,1187.061699184752
0,1086.1219136066754
0,1195.2943135134424
0,1043.1158920305604
0,1102.5479435551904
0,1152.0016470022856
0,1276.3775737612068
0,1046.4143302944972
0,1190.8317524539907
0,1290.6830825000611
0,1244.4694701961412
0,1022.437960267496
0,1217.7954370860136
0,1233.3347686510556
0,1207.4519509825448
0,1065.1739050705692
0,1103.3347413445067
0,1214.2086929969403
0,1217.5486724789034
0,1226.5833832154935
0,1033.4768206441322
0,1215.5703598687942
0,1248.244234183707
0,1267.007434241365
0,1191.397610764768
0,1038.1960043474974
0,998.9428417991094
0,1045.4730409784238
0,1017.867823159121
0,1089.1007564879637
0,1230.2799502564642
0,1192.847550132522
0,1276.8852801231274
0,1089.3177599646162
0,1147.9478371874523
0,1126.507105274527
0,1250.6174839339174
0,1011.3333464430318
0,997.0569009985404
0,1092.3087481935916
0,1033.1058747718403
0,1079.2655741657527
0,1268.5145703703904
0,1010.8253961405799
0,1021.1699022715596
0,1121.5347804502887
0,1149.9415395128365
0,1277.5524512633262
0,1236.5174743815871
0,1251.7162796485222
0,1291.1801773752638
0,1179.290289028915
0,1099.8900661878547
0,1123.194644913638
0,1262.171767469672
0,1159.0224839742782
0,1177.1659788744291
0,1253.88882428161
0,1310.8434755194578
0,1055.8005074230898
0,1053.5225379586782
0,1139.8539630507337
0,1196.1426981963707
0,1095.9736809027931
0,1257.4893210345667
0,1188.748135263589
0,1218.0180588533958
0,1080.981540932837
0,1295.284766300082
0,1025.5940282291463
0,1055.5913119444335
0,1012.7268722106946
0,1129.4923064108307
0,1202.6660801474932
0,1086.6037457583777
0,1151.0311220511567
0,1125.037651138546
0,1012.2210668488221
0,1145.727369983582
0,1179.8027381722613
0,1263.2100243120503
0,1064.7147023364796
0,1033.2650458941985
0,1234.4009176516574
0,1218.0357694005447
0,1078.0669865611108
0,1018.8920397276663
0,1123.1673599222208
0,1122.9430979298618
0,1255.7158039216831
0,1039.9732794023055
0,1141.4012627881852
0,1164.0527119805956
0,1156.2262684586044
0,1195.0480289793147
0,1217.12631687205
0,1083.209493202836
0,1190.7954594339121
0,1023.7174422660394
0,1032.6233128670037
0,1126.2403614535076
0,983.8088709882683
0,1012.8222732121999
0,1032.6276327345968
0,1157.6794556335565
0,1287.1179705194245
0,1244.6354068266837
0,1313.6042179089
0,1041.144058146359
0,1255.8968716955474
0,1213.487019215514
0,1182.6858300294189
0,1263.896322654094
0,1073.1013096601305
0,1010.3941601747873
0,1213.8791001195812
0,1122.3653978667285
0,1227.9365894417342
0,1137.5447562290606
0,1184.3845803866263
0,1144.0301304163181
0,1298.9284759313935
0,1032.7461069270319
0,1121.6302989696483
0,1221.1401127984827
0,1169.9985283421815
0,1088.0012028030746
0,1309.9729539454684
0,1136.2554514405588
0,1289.5906499818525
0,1147.164316035262
0,1090.3650442952937
0,1068.9757964605428
0,1145.6708431338304
0,1247.9895753072274
0,1077.010832969535
0,1040.5016932948624
0,1104.4306642486931
0,1125.6406176308808
0,1227.3988981518337
0,1091.1751950511784
0,1051.1385308520732
0,1082.1768081159853
0,1097.105231840078
0,1212.703407208984
0,1256.8784760085923
0,1218.4526721281743
0,1025.019823648795
0,1138.6208885351034
0,1072.7318633430862
0,1064.1933667010742
0,1143.3281995803761
0,1081.3307465275388
0,1171.2739996821422
0,1266.418578903492
0,1115.811615953215
0,1109.3582794510676
0,1083.8881513980687
0,1180.519662535221
0,1136.563449486981
0,1036.477003373524
0,1099.5639686266395
0,1009.3266161508857
0,1216.8242834507216
0,1203.2668297694872
0,1177.2181317435025
0,1167.7300251147035
0,1261.6133264714176
0,1175.207524754599
0,984.3671694676289
0,1255.419411353283
0,1131.2649608431793
0,1139.4448844676417
0,1250.7191306463646
0,1030.3559354279462
0,1264.5281011426835
0,1100.3723744331573
0,1249.6932657435498
0,1193.1959621624476
0,1137.8970804359724
0,1091.0311455734193
0,1285.6882631634414
0,1147.092219593384
0,1209.2260135953754
0,1261.9149862821841
0,1265.4976934000165
0,1023.7610426618198
0,1255.7519198494815
0,1196.621329677581
0,1149.6680644878616
0,1200.3514715776084
0,1044.2027259075508
0,1124.6422168652966
0,1072.6622996447363
0,1058.766925672162
0,1029.944283208522
0,1294.502364356643
0,1296.0273920423303
0,1261.417732525475
0,1042.0593529838707
0,1172.6327559870952
0,1180.1567570559728
0,1254.0977499861556
0,1191.2552364913004
0,1237.9530341293853
0,1291.4059064693274
0,1166.1287963043305
0,1240.6932676481722
0,1221.1366933424185
0,1199.3988005012397
0,1089.6290436060212
0,1150.5963278885315
0,1088.367135652058
0,1005.16803702917
0,1044.4726397862632
0,1099.4618709380966
0,1193.1872151821194
0,1228.0022174421067
0,1010.4585910205436
0,1033.9525438654905
0,1187.3805517607375
0,1112.1682705956125
0,1172.4477845602933
0,1058.4507678705263
0,1111.7259924003565
0,1041.3092126795789
0,1190.459471063335
0,1289.4276516188315
0,998.9929930675246
0,1067.2775287241493
0,1070.2812327736901
0,1224.269192423625
0,1238.8903112095409
0,1000.7152919374848
0,1192.2377363307085
0,1112.586046383335
0,1129.2645036107244
0,1160.6362446456067
0,1047.9171646089799
0,1130.2786294550497
0,1282.9698044839324
0,1212.8427089972315
0,1297.944694982193
0,1263.579422479145
0,1123.1381288825464
0,1134.324148346344
0,1198.849818219442
0,1057.1078058351438
0,1059.599892194451
0,1051.193835386624
0,1169.171903473594
0,1157.1123452597312
0,1272.5028995612495
0,1131.5311602795869
0,1272.560370576
0,1110.8747578783427
0,1124.4216456436052
0,1021.3983866470356
0,1226.2010557652325
0,1177.6604858578928
0,1012.850040761455
0,1275.0532319323902
0,1296.3840721938368
0,1276.63232492922
0,1136.3368752345095
0,1046.1712401084214
0,1224.641922278162
0,1097.9291625115216
0,1090.9002293450453
0,1041.959155814186
0,1215.7521692002963
0,1054.33518920169
0,1056.1681160547896
0,1169.6349609262631
0,1015.4690059472736
0,1145.46107468048
0,1234.8606357603226
0,1235.9291904238848
0,1174.9004418745521
0,1195.9816258297133
0,1193.896323162946
0,1144.1068031146935
0,1031.995501227102
0,1182.0546186180327
0,1079.5374261683887
0,1004.898495899387
0,1169.1818643725883
0,1019.3088569042353
0,999.1825284196522
0,1090.5172011324034
0,1015.3384922927737
0,1043.2874168013063
0,1155.4973271026572
0,1130.719951488844
0,1013.6682191350599
0,1308.2063835459962
0,1009.6548553708817
0,1274.6742230946115
0,1206.9561750218802
0,1052.3775799113876
0,1263.2228678263114
0,1197.893561268975
0,1080.206191225544
0,1105.026528516641
0,1042.46626555064
0,1006.3878900931966
0,1219.6440833922366
0,1191.965693573331
0,1223.7396740724753
0,1047.068860545642
0,1145.6971232268809
0,1159.995771286427
0,1119.7170946948804
0,1301.3103691612716
0,1246.4896387779609
0,1139.9310167819385
0,1054.7193196045646
0,1107.2136146007797
0,1277.2093794678608
0,1129.4034413178072
0,1201.0441795613144
0,1080.391305386004
0,1129.6347257142647
0,1248.9120464257517
0,1244.2482212828259
0,1242.6156141667484
0,1222.2450201630854
0,1178.966955178461
0,1089.2540472930718
0,1241.0143409491661
0,1221.1794922333593
0,1206.1337267478502
0,1300.9840324567724
0,1293.5121107539803
0,1042.3442494848953
0,1111.806426790612
0,1157.5747278405051
0,1155.308459327712
0,1312.1955971899843
0,1207.2235043987318
0,1208.0332734677204
0,1039.8428065946614
0,1212.7334649634722
0,1058.8876036010438
0,1180.3886361598807
0,1091.2217794526866
0,1261.1098122844214
0,1242.1784521806348
0,1129.1500268968634
0,1252.33507855198
0,1167.9313167146665
0,1200.9562748698686
0,1155.886539711822
0,1034.8684243102746
0,1016.9982589303405
0,1213.501189059439
0,1028.6238085181205
0,1056.7407349676378
0,1142.3089485926448
0,1238.329647122352
0,1135.8762315318093
0,1060.8736460105665
0,1131.0503544864118
0,1137.3234390975392
0,1159.5451870499287
0,1175.2071907672591
0,1167.7334682506166
0,1162.6713962558983
0,1083.925635062501
0,1032.2372372046925
0,1209.0050399514748
0,1252.9356443234335
0,1052.7245585664964
0,1140.0493694704114
0,1250.335253272177
0,1044.2971928492725
0,1065.1200720060815
0,1119.2699410930197
0,1159.1298284887357
0,1023.6013986589919
0,1008.5508932916096
0,1199.4523085023252
0,1263.0571137786296
0,1214.5341656576638
0,1076.4700459713913
0,1149.2727380726992
0,1029.7785939069877
0,1218.177555283015
0,1014.7661616358772
0,1054.6808550246906
0,1011.7720754605107
0,1167.345887432858
0,1171.4134730343292
0,1091.8711292373355
0,1176.7421035662483
0,1043.2385207205205
0,1169.0342658593922
0,1126.614339914996
0,1089.8152431307171
0,1137.58400896463
0,1100.3387004968959
0,1130.721450103852
0,1083.4773153892513
0,1242.7914421656478
0,1199.8268146454104
0,1005.8995603913303
0,1238.4196493946188
0,996.5306225575906
0,1195.690644015248
0,1312.6891567654259
0,1063.1528618684065
0,1108.7369420544696
0,1276.7228445187234
0,1222.3154597158743
0,1280.3776162091415
0,1284.1888663150203
0,1141.1035467963045
0,1072.7312458748697
0,1289.445440492497
0,1210.2930514334025
0,1112.2763614797996
0,1207.9310895023423
0,999.965547758315
0,1229.2696372763896
0,1207.0431336599952
0,1242.8282582843553
0,1033.8307555832462
0,1173.2950699369678
0,1082.0042471872696
0,1085.7712592947942
0,1028.8783950833604
0,1089.2882913143314
0,1256.3712993900845
0,1040.422010938737
0,1259.0401671167137
0,1194.6320217380353
0,1208.4107528268416
0,1073.8599753175931
0,982.512422405099
0,1276.9416497415687
0,1215.305436046671
0,1065.6558877960242
0,1184.498184535972
0,1070.2346158613668
0,1301.1717268882253
0,1182.9392373494475
0,1114.3838868018818
0,989.1460596199513
0,1261.3741006515113
0,1196.5366936789108
0,1274.0036561742963
0,989.54718597675
0,1299.3320331153611
0,1222.9060450959398
0,1071.961892392164
0,1037.5251541314137
0,1289.1375740718354
0,1277.3984077804687
0,1117.59598108829
0,1065.3947814704807
0,1087.365507264159
0,1039.9191972321987
0,990.8084913093745
0,1214.4239798836534
0,1136.7582448851663
0,1264.4677412371066
0,1087.8411976998095
0,1103.4413257876417
0,1045.6682185612026
0,1199.8734822526253
0,1309.8277175699793
0,1258.4382325536967
0,1202.8946306890812
0,1132.1528215219232
0,1324.3409435734402
0,1289.0148496632096
0,1082.1376228656136
0,1197.5539572715702
0,1226.9499094460243
0,1167.1910980726952
0,1239.900607448581
0,1153.4633736746987
0,1220.368619907009
0,1134.788647136544
0,1277.923846774543
0,1171.2088041534948
0,1274.8084766078161
0,1267.5264182237684
0,1255.346621734293
0,1171.4831502654326
0,1051.2829944950884
0,1041.446867434329
0,1045.3279576602367
